Date,Country,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Clicks,Conversions,Conversion Type,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Revenue,Total Cost,ROI,ARPU,Average eCPI,booking_confirmed (Unique users),booking_confirmed (Event counter),booking_confirmed (Sales in INR),booking_done_10_fos (Unique users),booking_done_10_fos (Event counter),booking_done_10_fos (Sales in INR),booking_done_11_fos (Unique users),booking_done_11_fos (Event counter),booking_done_11_fos (Sales in INR),booking_done_1_fos (Unique users),booking_done_1_fos (Event counter),booking_done_1_fos (Sales in INR),booking_done_2_fos (Unique users),booking_done_2_fos (Event counter),booking_done_2_fos (Sales in INR),booking_done_3_fos (Unique users),booking_done_3_fos (Event counter),booking_done_3_fos (Sales in INR),booking_done_4_fos (Unique users),booking_done_4_fos (Event counter),booking_done_4_fos (Sales in INR),booking_done_5_fos (Unique users),booking_done_5_fos (Event counter),booking_done_5_fos (Sales in INR),booking_done_6_fos (Unique users),booking_done_6_fos (Event counter),booking_done_6_fos (Sales in INR),booking_done_7_fos (Unique users),booking_done_7_fos (Event counter),booking_done_7_fos (Sales in INR),booking_done_8_fos (Unique users),booking_done_8_fos (Event counter),booking_done_8_fos (Sales in INR),booking_done_9_fos (Unique users),booking_done_9_fos (Event counter),booking_done_9_fos (Sales in INR),button click (Unique users),button click (Event counter),button click (Sales in INR),call_now_clicked (Unique users),call_now_clicked (Event counter),call_now_clicked (Sales in INR),company name entered (Unique users),company name entered (Event counter),company name entered (Sales in INR),dg_locker_aadhaar_otp_shown (Unique users),dg_locker_aadhaar_otp_shown (Event counter),dg_locker_aadhaar_otp_shown (Sales in INR),event_overlay_permission_pop_up_continue_clicked (Unique users),event_overlay_permission_pop_up_continue_clicked (Event counter),event_overlay_permission_pop_up_continue_clicked (Sales in INR),event_overlay_permission_pop_up_dismiss_clicked (Unique users),event_overlay_permission_pop_up_dismiss_clicked (Event counter),event_overlay_permission_pop_up_dismiss_clicked (Sales in INR),event_overlay_permission_pop_up_shown (Unique users),event_overlay_permission_pop_up_shown (Event counter),event_overlay_permission_pop_up_shown (Sales in INR),first_booking_clicked (Unique users),first_booking_clicked (Event counter),first_booking_clicked (Sales in INR),first_booking_done (Unique users),first_booking_done (Event counter),first_booking_done (Sales in INR),instant_kyc_submitted_non_fos (Unique users),instant_kyc_submitted_non_fos (Event counter),instant_kyc_submitted_non_fos (Sales in INR),instant_kyc_success (Unique users),instant_kyc_success (Event counter),instant_kyc_success (Sales in INR),kyc_completed_non_fos (Unique users),kyc_completed_non_fos (Event counter),kyc_completed_non_fos (Sales in INR),load_posting_form_opened (Unique users),load_posting_form_opened (Event counter),load_posting_form_opened (Sales in INR),order_tracking_created_1_fos (Unique users),order_tracking_created_1_fos (Event counter),order_tracking_created_1_fos (Sales in INR),order_tracking_created_1_non_fos (Unique users),order_tracking_created_1_non_fos (Event counter),order_tracking_created_1_non_fos (Sales in INR),order_tracking_created_fos (Unique users),order_tracking_created_fos (Event counter),order_tracking_created_fos (Sales in INR),order_tracking_created_non_fos (Unique users),order_tracking_created_non_fos (Event counter),order_tracking_created_non_fos (Sales in INR),overlay_permission_not_given (Unique users),overlay_permission_not_given (Event counter),overlay_permission_not_given (Sales in INR),page_load (Unique users),page_load (Event counter),page_load (Sales in INR),page_seen (Unique users),page_seen (Event counter),page_seen (Sales in INR),payment_success_fos (Unique users),payment_success_fos (Event counter),payment_success_fos (Sales in INR),recharge_pack_select (Unique users),recharge_pack_select (Event counter),recharge_pack_select (Sales in INR),sales_code_started (Unique users),sales_code_started (Event counter),sales_code_started (Sales in INR),sales_code_success (Unique users),sales_code_success (Event counter),sales_code_success (Sales in INR),start_booking (Unique users),start_booking (Event counter),start_booking (Sales in INR),verify_otp_api_success (Unique users),verify_otp_api_success (Event counter),verify_otp_api_success (Sales in INR)
2025-01-20,US,,other,SB_UAC_Hindi_KYC_NonFos_Firebase_May'24,,6,new install,,387,2,0.29,39.41,,,13.14,,0,0,0.0,2,5,7.36,0,0,0.0,2,5,5.51,0,0,0.0,1,1,6.05,0,0,0.0,0,0,0.0,2,9,7.04,0,0,0.0,0,0,0.0,2,9,7.61,0,0,0.0,1,7,6.58,1,8,2.5,1,10,7.08,1,7,4.87,0,0,0.0,2,2,1.97,1,0,0.0,2,10,6.89,1,5,3.96,0,0,0.0,1,4,0.28,1,0,0.0,1,9,0.96,1,10,0.17,1,1,9.38,1,10,9.39,2,3,2.27,2,7,4.63,1,8,6.86,2,5,1.18,0,0,0.0,0,0,0.0,1,5,1.09,2,4,4.66,1,9,7.85
2024-10-23,US,"Butler, Roberts and Martin",other,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,6,new install,,410,2,0.29,53.21,,,17.74,,1,0,0.0,2,8,0.6,0,0,0.0,2,5,4.03,0,0,0.0,1,5,4.0,0,0,0.0,2,8,7.54,2,6,3.13,1,5,3.38,2,4,1.75,2,6,2.82,1,2,7.31,2,0,0.0,0,0,0.0,0,0,0.0,1,9,7.66,1,0,0.0,1,3,5.77,0,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,6,7.97,1,7,3.78,1,6,9.9,0,0,0.0,2,9,1.45,1,1,0.24,1,10,4.02,1,10,1.83,2,2,2.18,0,0,0.0,0,0,0.0,1,4,2.87
2025-07-29,IN,,facebook,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,,3,new install,,453,0,0.0,62.4,,,62.4,,0,0,0.0,2,5,3.09,2,2,3.56,1,6,3.0,2,8,5.47,2,0,0.0,2,4,4.55,1,1,3.59,2,10,8.03,0,0,0.0,0,0,0.0,1,9,2.25,2,3,2.41,1,9,8.42,0,0,0.0,2,7,7.91,1,6,7.32,2,10,6.77,1,6,5.84,1,7,8.34,0,0,0.0,1,0,0.0,2,7,9.75,1,3,0.48,2,3,1.28,1,4,2.98,0,0,0.0,1,1,2.27,2,8,2.23,1,3,3.91,1,5,3.21,1,9,5.69,1,5,4.65,1,2,9.06,0,0,0.0,0,0,0.0,0,0,0.0,1,3,2.68
2025-08-27,IN,,organic,SB_UAC_English_KYC_Completed_Firebase_Nov'22,,8,other,,158,3,0.33,77.03,,,19.26,,2,7,5.98,2,7,5.57,0,0,0.0,0,0,0.0,2,5,3.03,1,10,4.18,2,2,8.43,1,0,0.0,1,10,0.5,1,6,7.62,2,9,7.35,2,5,7.84,0,0,0.0,1,9,7.63,0,0,0.0,2,5,3.2,0,0,0.0,2,6,8.26,1,3,1.59,1,3,3.09,1,9,9.17,1,9,0.82,0,0,0.0,1,7,4.21,1,1,1.06,2,1,4.43,1,1,6.76,0,0,0.0,1,4,0.52,2,10,6.47,1,10,9.0,0,0,0.0,2,8,7.88,0,0,0.0,0,0,0.0,1,4,4.25,0,0,0.0,2,2,8.05
2025-05-27,US,,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_Nov'22,,4,re-attribution,,364,0,0.0,44.5,,,44.5,,1,0,0.0,0,0,0.0,2,3,1.24,2,5,8.8,2,3,4.19,2,8,3.25,2,3,4.84,0,0,0.0,2,8,2.94,2,2,9.44,1,5,6.08,2,2,9.92,2,10,3.93,0,0,0.0,2,4,8.64,1,5,4.85,2,0,0.0,2,3,4.82,0,0,0.0,2,6,3.2,1,7,0.49,1,2,6.47,2,2,3.88,0,0,0.0,1,5,9.28,2,4,0.72,2,1,4.95,0,0,0.0,0,0,0.0,1,4,7.04,1,4,4.38,2,3,1.34,2,8,2.61,1,6,6.6,0,0,0.0,0,0,0.0,1,10,3.2,1,7,6.98
2025-07-20,IN,,googleadwords_int,SB_UAC_English_KYC_Completed_Firebase_Nov'22,121.0,5,new install,0.04132231404958678,386,0,0.0,3.34,,,3.34,,1,7,9.54,2,0,0.0,1,4,1.7,2,2,9.76,0,0,0.0,1,3,7.71,2,5,2.3,2,3,6.26,2,1,5.96,0,0,0.0,0,0,0.0,1,10,7.32,1,9,0.2,1,3,7.6,2,4,7.35,1,3,2.46,2,7,6.48,0,0,0.0,0,0,0.0,0,0,0.0,1,9,3.96,2,1,1.39,1,10,3.34,1,7,9.6,1,0,0.0,1,6,4.14,1,5,4.49,2,10,5.96,0,0,0.0,0,0,0.0,2,5,3.25,2,0,0.0,0,0,0.0,1,6,3.68,0,0,0.0,2,6,9.61,0,0,0.0,0,0,0.0
2025-09-17,US,Perez PLC,facebook,SB_UAC_English_KYC_Completed_Firebase_April'24,,5,other,,392,4,0.67,10.76,,,2.15,,1,8,0.91,2,9,4.41,2,8,9.05,0,0,0.0,0,0,0.0,1,6,2.71,2,1,8.43,0,0,0.0,2,10,2.64,2,7,0.92,2,0,0.0,0,0,0.0,1,9,2.52,2,6,0.62,1,7,2.14,0,0,0.0,1,2,8.85,0,0,0.0,2,4,7.05,0,0,0.0,1,1,3.38,0,0,0.0,2,9,0.38,0,0,0.0,1,2,1.3,1,9,9.24,2,2,8.22,0,0,0.0,0,0,0.0,2,9,4.48,0,0,0.0,2,1,1.99,1,7,5.9,1,5,9.95,2,3,8.79,1,6,6.07,0,0,0.0,2,9,9.43
2025-08-04,GB,,organic,SB_UAC_Hindi_KYC_Completed_Firebase_May'24,,4,other,,271,2,0.4,73.29,,,24.43,,2,6,3.35,0,0,0.0,2,2,4.27,2,0,0.0,1,10,6.42,2,3,4.19,0,0,0.0,0,0,0.0,2,1,6.01,2,0,0.0,2,4,5.06,2,6,9.76,2,8,6.43,1,2,4.81,1,9,6.71,2,8,7.72,1,9,1.16,1,1,2.62,2,10,2.88,0,0,0.0,1,3,2.45,1,2,4.57,1,7,3.95,0,0,0.0,1,3,2.11,0,0,0.0,1,4,6.1,2,5,5.96,0,0,0.0,1,2,3.21,1,2,9.6,2,9,0.68,0,0,0.0,0,0,0.0,2,0,0.0,1,6,6.14,0,0,0.0,0,0,0.0
2025-08-20,US,Riley Group,googleadwords_int,SB_UAC_English_KYC_Completed_Firebase_April'24,490.0,3,new install,0.006122448979591836,99,0,0.0,47.49,,,47.49,,0,0,0.0,2,10,4.78,2,7,5.47,1,6,7.14,1,7,6.89,1,5,1.08,0,0,0.0,1,5,0.52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,10,9.07,2,7,2.03,1,7,0.24,1,5,0.01,1,8,7.88,0,0,0.0,1,2,0.57,0,0,0.0,0,0,0.0,1,8,5.2,0,0,0.0,1,0,0.0,2,1,1.48,1,4,0.6,0,0,0.0,1,8,1.08,0,0,0.0,1,9,4.05,2,5,6.23,0,0,0.0,0,0,0.0,1,4,4.37,2,5,1.39,1,2,3.66,1,3,4.25,0,0,0.0
2025-01-17,US,,googleadwords_int,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,605.0,7,new install,0.011570247933884297,311,2,0.25,64.53,,,21.51,,1,6,5.64,2,4,6.32,0,0,0.0,0,0,0.0,0,0,0.0,2,2,0.58,0,0,0.0,2,2,4.72,0,0,0.0,2,6,3.54,2,2,8.46,2,9,9.08,1,2,2.83,2,0,0.0,0,0,0.0,1,7,0.62,0,0,0.0,1,1,6.68,2,1,4.62,0,0,0.0,1,10,9.34,1,7,6.1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,8,8.9,1,4,0.45,2,9,6.73,0,0,0.0,2,5,2.04,1,2,1.68,0,0,0.0,2,7,8.07,2,8,3.84,2,8,4.35,2,0,0.0,1,1,2.72
2025-01-31,GB,,organic,SB_UAC_English_KYC_NonFos_Firebase_May'24,,8,new install,,456,1,0.11,27.53,,,13.77,,1,0,0.0,1,7,3.92,1,6,5.7,0,0,0.0,1,1,4.07,0,0,0.0,0,0,0.0,0,0,0.0,1,9,7.05,0,0,0.0,0,0,0.0,2,8,9.78,0,0,0.0,0,0,0.0,2,0,0.0,2,3,5.54,1,5,2.75,0,0,0.0,1,9,2.58,0,0,0.0,1,10,6.87,1,3,4.15,2,10,6.41,1,1,2.03,1,1,6.1,2,6,1.74,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,7.73,0,0,0.0,0,0,0.0,1,2,5.19,2,6,8.76,1,5,9.6,2,3,9.68,2,4,2.17
2025-08-30,IN,,facebook,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,63.0,6,other,0.09523809523809523,108,0,0.0,43.89,161.1,-0.73,43.89,26.85,2,10,0.51,1,2,8.91,0,0,0.0,2,9,0.27,2,10,5.07,2,3,0.69,0,0,0.0,0,0,0.0,2,3,7.86,1,9,8.32,1,2,4.05,1,9,8.99,0,0,0.0,0,0,0.0,2,1,4.0,2,10,8.94,1,6,2.08,2,7,1.28,1,2,4.52,1,8,9.85,2,7,6.35,1,2,2.09,2,3,5.73,1,1,3.22,2,6,3.64,1,9,2.72,2,10,8.16,2,7,6.88,2,0,0.0,0,0,0.0,1,7,1.72,0,0,0.0,1,2,4.4,2,4,0.09,2,10,0.59,1,7,7.34,0,0,0.0,0,0,0.0
2025-01-13,CA,,facebook,SB_UAC_English_KYC_Completed_Firebase_Nov'22,690.0,9,re-attribution,0.013043478260869565,12,5,0.5,24.08,,,4.01,,0,0,0.0,0,0,0.0,0,0,0.0,1,6,9.56,2,9,9.06,0,0,0.0,0,0,0.0,2,9,5.18,2,4,9.7,0,0,0.0,2,10,0.51,1,5,1.01,2,10,9.47,2,7,0.68,1,10,7.27,2,10,4.36,0,0,0.0,0,0,0.0,0,0,0.0,2,9,4.72,0,0,0.0,2,4,1.29,1,3,7.52,2,1,3.67,1,9,9.12,2,9,7.77,2,2,0.84,0,0,0.0,2,10,4.34,0,0,0.0,2,9,5.69,2,0,0.0,1,8,1.14,2,7,4.81,0,0,0.0,1,1,0.44,1,1,9.28,2,0,0.0
2025-09-04,US,,other,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,,1,re-attribution,,463,0,0.0,77.83,,,77.83,,2,5,2.91,0,0,0.0,1,2,6.89,1,1,1.01,2,0,0.0,0,0,0.0,1,10,2.72,1,0,0.0,0,0,0.0,0,0,0.0,2,2,6.2,1,4,0.8,2,4,2.66,0,0,0.0,0,0,0.0,2,4,6.28,2,4,0.59,0,0,0.0,1,7,2.0,1,4,6.83,2,6,8.63,1,9,4.96,1,1,1.52,2,10,1.32,0,0,0.0,0,0,0.0,1,10,3.08,2,6,2.55,2,7,8.57,1,2,6.17,0,0,0.0,0,0,0.0,0,0,0.0,1,2,8.57,1,0,0.0,1,6,7.51,2,6,4.74,0,0,0.0
2025-02-17,US,"Huerta, Mcgrath and Brown",other,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,,8,re-attribution,,362,0,0.0,63.16,45.23,0.4,63.16,5.65,1,4,9.84,1,10,3.93,0,0,0.0,0,0,0.0,2,6,3.04,2,7,1.15,0,0,0.0,2,5,5.07,2,7,3.83,1,6,1.45,1,1,4.28,0,0,0.0,1,6,3.69,1,9,5.43,1,9,1.64,1,9,7.67,2,0,0.0,2,4,1.26,1,9,9.46,0,0,0.0,1,7,6.1,2,5,5.24,1,0,0.0,0,0,0.0,1,7,4.69,0,0,0.0,0,0,0.0,2,8,6.27,1,1,4.19,2,9,3.83,1,0,0.0,1,5,8.0,1,6,0.07,0,0,0.0,2,1,0.32,0,0,0.0,1,6,3.99,1,8,4.58
2025-07-17,GB,,googleadwords_int,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,,5,other,,203,0,0.0,38.78,,,38.78,,1,8,1.6,2,2,3.87,2,8,6.07,2,4,4.11,0,0,0.0,1,1,3.1,1,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,2,5,3.22,1,8,7.42,2,3,9.39,2,3,4.77,2,4,6.61,2,6,6.15,0,0,0.0,2,8,8.09,1,9,1.54,0,0,0.0,0,0,0.0,1,3,4.13,2,8,8.7,1,9,2.34,2,8,3.15,1,2,7.98,1,5,4.0,1,8,6.81,1,5,6.95,2,10,1.56,0,0,0.0,1,1,2.82,0,0,0.0,2,3,4.24,1,6,5.92,1,3,6.54,2,6,0.26,1,6,4.45
2024-12-27,CA,,other,SB_UAC_Hindi_KYC_NonFos_Firebase_April'24,,1,new install,,396,2,1.0,62.42,,,20.81,,0,0,0.0,1,6,5.61,0,0,0.0,1,1,2.86,1,6,2.98,1,4,4.23,1,1,4.53,1,7,2.86,0,0,0.0,2,9,6.78,1,10,6.07,0,0,0.0,2,8,3.67,0,0,0.0,1,8,1.17,2,9,7.39,1,2,5.56,1,9,3.4,2,10,5.87,1,9,6.33,0,0,0.0,2,4,1.79,1,10,0.96,0,0,0.0,0,0,0.0,1,1,6.26,0,0,0.0,0,0,0.0,1,9,5.28,1,7,2.49,1,7,2.86,1,4,5.66,0,0,0.0,0,0,0.0,1,8,9.71,2,9,4.28,2,3,0.77,0,0,0.0
2025-04-21,GB,,organic,SB_UAC_Hindi_KYC_Completed_Firebase_April'24,633.0,6,new install,0.009478672985781991,143,3,0.43,96.52,,,24.13,,0,0,0.0,1,8,6.47,0,0,0.0,0,0,0.0,0,0,0.0,1,7,5.58,1,2,7.54,0,0,0.0,1,7,7.63,1,0,0.0,0,0,0.0,1,6,1.09,0,0,0.0,0,0,0.0,1,7,8.3,0,0,0.0,0,0,0.0,2,7,5.38,2,7,6.08,2,9,0.5,2,2,4.99,2,3,5.27,0,0,0.0,2,4,0.2,0,0,0.0,1,5,1.8,2,9,3.23,1,0,0.0,1,2,4.47,2,10,7.11,2,0,0.0,1,3,4.7,2,6,8.47,0,0,0.0,2,4,7.39,2,6,4.03,1,5,2.29,0,0,0.0
2025-08-09,GB,,organic,SB_UAC_Hindi_KYC_NonFos_Firebase_May'24,10.0,3,new install,0.3,344,3,0.75,23.72,56.71,-0.58,5.93,18.9,1,6,2.21,0,0,0.0,1,2,8.24,2,4,9.47,1,1,5.39,1,0,0.0,2,10,9.56,2,1,8.11,2,10,7.84,0,0,0.0,1,1,8.28,1,1,0.26,2,1,1.11,2,9,0.74,0,0,0.0,0,0,0.0,0,0,0.0,1,10,5.45,1,3,3.28,2,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,2,3,9.38,2,1,0.15,2,7,7.05,1,9,0.06,2,4,4.24,2,5,0.02,2,0,0.0,2,3,4.74,1,7,3.87,2,2,3.65,1,1,6.99,2,5,1.31,1,10,0.17,0,0,0.0,2,10,1.12
2025-05-15,CA,,other,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,10,other,,201,5,0.45,39.75,318.05,-0.88,6.62,31.8,0,0,0.0,2,6,5.8,1,1,9.07,2,3,4.12,1,10,1.33,1,4,1.8,1,5,8.26,0,0,0.0,2,7,9.87,1,6,6.11,1,1,0.14,2,5,1.41,0,0,0.0,2,10,0.56,0,0,0.0,2,2,7.04,0,0,0.0,0,0,0.0,2,3,8.89,2,0,0.0,2,8,0.93,0,0,0.0,0,0,0.0,1,7,3.04,2,0,0.0,1,2,2.09,0,0,0.0,2,10,0.62,0,0,0.0,0,0,0.0,1,2,7.24,0,0,0.0,2,2,9.13,0,0,0.0,1,5,2.97,1,1,9.73,2,4,8.59,2,1,8.94
2025-06-13,US,,facebook,SB_UAC_English_KYC_NonFos_Firebase_April'24,,4,re-attribution,,163,2,0.4,39.24,,,13.08,,0,0,0.0,0,0,0.0,0,0,0.0,2,2,1.01,0,0,0.0,2,9,8.7,1,2,2.33,0,0,0.0,0,0,0.0,0,0,0.0,2,6,2.31,0,0,0.0,0,0,0.0,1,2,2.68,0,0,0.0,1,7,1.0,0,0,0.0,1,9,2.06,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,9,1.22,0,0,0.0,1,5,6.5,2,8,8.08,2,3,6.69,2,10,9.89,0,0,0.0,0,0,0.0,2,4,9.8,0,0,0.0,0,0,0.0,1,3,9.22,2,0,0.0,2,7,7.24,1,1,2.71,1,5,1.62
2025-06-25,GB,,other,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,5,re-attribution,,92,4,0.67,47.84,,,9.57,,1,5,1.04,1,10,5.64,2,5,6.12,0,0,0.0,1,10,4.52,2,7,8.55,1,4,9.13,2,9,5.27,1,1,1.24,1,8,9.88,2,2,4.09,0,0,0.0,0,0,0.0,0,0,0.0,2,5,5.21,0,0,0.0,0,0,0.0,2,1,5.39,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,2,8.56,0,0,0.0,1,6,8.35,2,0,0.0,1,10,8.3,1,7,5.92,2,10,2.51,1,2,5.63,2,7,6.34,0,0,0.0,1,9,1.01,1,1,2.93,0,0,0.0,1,3,3.5,0,0,0.0,1,0,0.0
2025-01-11,GB,,facebook,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,,8,other,,482,3,0.33,9.18,253.01,-0.96,2.29,31.63,2,2,9.79,0,0,0.0,0,0,0.0,2,5,4.49,0,0,0.0,1,3,4.22,2,4,0.43,1,0,0.0,2,6,0.71,2,9,3.23,1,3,2.84,1,10,4.84,1,7,1.37,2,3,8.43,1,1,6.81,0,0,0.0,2,3,0.02,0,0,0.0,2,2,8.41,1,0,0.0,0,0,0.0,2,6,5.83,0,0,0.0,2,9,8.47,2,4,2.84,2,10,5.71,1,6,9.16,1,5,8.54,1,7,4.43,1,4,1.46,1,4,0.13,1,1,4.88,1,7,0.93,1,2,3.59,0,0,0.0,2,7,6.79,1,4,2.73,0,0,0.0
2025-05-11,US,,facebook,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,5,other,,316,0,0.0,55.39,,,55.39,,0,0,0.0,1,3,5.61,2,1,1.95,1,6,0.97,1,0,0.0,1,3,8.14,0,0,0.0,2,2,3.41,0,0,0.0,2,5,9.32,1,1,2.93,0,0,0.0,0,0,0.0,1,8,8.44,2,3,2.7,0,0,0.0,2,5,7.48,0,0,0.0,1,5,4.83,1,3,5.88,2,0,0.0,2,2,9.71,2,7,6.86,2,10,7.67,2,0,0.0,1,7,2.76,1,6,1.14,0,0,0.0,1,7,6.93,1,6,1.25,1,1,7.06,0,0,0.0,2,9,2.87,1,6,1.62,0,0,0.0,2,7,3.52,2,6,7.15,0,0,0.0
2025-02-16,US,,googleadwords_int,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,4,re-attribution,,82,1,0.2,62.15,267.37,-0.77,31.07,66.84,1,4,5.73,0,0,0.0,2,7,7.46,2,9,2.53,0,0,0.0,2,5,6.84,0,0,0.0,1,6,8.12,0,0,0.0,2,4,6.27,0,0,0.0,1,8,3.57,0,0,0.0,0,0,0.0,0,0,0.0,2,4,1.25,1,9,3.61,0,0,0.0,2,4,6.22,2,2,5.5,1,8,1.29,1,2,0.62,0,0,0.0,2,5,3.83,0,0,0.0,2,0,0.0,2,2,5.06,1,0,0.0,1,7,9.65,1,5,0.59,0,0,0.0,0,0,0.0,2,0,0.0,2,10,8.63,2,8,0.13,2,0,0.0,0,0,0.0,2,5,9.1
2024-11-02,GB,,facebook,SB_UAC_English_KYC_Completed_Firebase_Nov'22,,6,other,,188,1,0.14,55.28,,,27.64,,0,0,0.0,2,5,4.14,2,9,8.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.36,2,2,8.66,2,1,5.97,2,3,4.69,2,1,2.07,2,7,6.56,0,0,0.0,2,1,5.05,2,9,2.47,1,3,9.42,2,4,8.52,1,7,6.25,2,1,8.49,0,0,0.0,2,0,0.0,2,7,5.02,1,3,5.42,1,10,6.61,2,8,7.13,1,10,7.22,2,2,1.05,1,9,0.63,2,8,4.48,2,10,7.91,1,2,8.05,2,3,5.35,1,10,0.3,2,7,1.29,0,0,0.0,2,10,0.23,1,9,5.6
2025-01-15,IN,,googleadwords_int,SB_UAC_English_KYC_NonFos_Firebase_May'24,,10,other,,172,2,0.18,64.55,345.71,-0.81,21.52,34.57,1,4,1.86,0,0,0.0,0,0,0.0,2,7,7.81,2,4,0.49,1,2,0.34,0,0,0.0,2,4,6.1,0,0,0.0,0,0,0.0,2,8,2.44,2,1,3.94,2,5,7.93,1,9,0.14,1,5,4.14,1,3,4.53,0,0,0.0,2,0,0.0,0,0,0.0,1,4,7.16,0,0,0.0,1,4,3.81,2,8,3.17,1,7,9.15,1,3,4.02,0,0,0.0,1,5,1.31,0,0,0.0,0,0,0.0,1,7,9.0,0,0,0.0,2,5,2.14,0,0,0.0,0,0,0.0,2,9,0.77,0,0,0.0,1,7,6.78,0,0,0.0
2024-10-22,GB,,googleadwords_int,SB_UAC_English_KYC_NonFos_Firebase_Nov'22,,2,re-attribution,,237,2,0.67,2.21,,,0.74,,1,4,5.21,2,0,0.0,0,0,0.0,0,0,0.0,2,10,9.31,2,6,3.16,1,2,5.65,1,1,1.87,2,1,4.36,1,1,6.04,1,4,9.48,1,5,4.38,1,0,0.0,1,2,9.62,2,5,6.68,1,3,9.72,0,0,0.0,1,9,4.62,1,6,9.84,2,4,0.75,0,0,0.0,2,1,8.84,0,0,0.0,1,1,1.82,2,2,1.31,1,2,2.56,0,0,0.0,1,3,4.43,2,10,8.36,0,0,0.0,0,0,0.0,2,8,5.14,2,4,9.0,0,0,0.0,1,8,1.95,1,0,0.0,2,10,8.24,1,3,0.33
2025-07-30,GB,,facebook,SB_UAC_English_KYC_Completed_Firebase_April'24,82.0,8,new install,0.0975609756097561,300,5,0.56,59.56,,,9.93,,0,0,0.0,1,2,5.03,2,9,2.93,0,0,0.0,0,0,0.0,2,1,8.49,1,8,8.73,1,9,8.9,1,8,5.57,0,0,0.0,1,2,9.86,0,0,0.0,2,3,7.38,0,0,0.0,1,0,0.0,1,5,0.25,1,4,1.32,0,0,0.0,2,6,9.12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,5,0.14,1,4,5.72,2,5,2.55,0,0,0.0,0,0,0.0,1,9,7.69,0,0,0.0,0,0,0.0,1,6,3.99,2,5,4.83,0,0,0.0,0,0,0.0
2024-12-02,IN,,googleadwords_int,SB_UAC_Hindi_KYC_Completed_Firebase_May'24,115.0,1,new install,0.008695652173913044,223,0,0.0,33.09,,,33.09,,2,3,0.9,2,0,0.0,2,3,0.75,0,0,0.0,1,4,0.38,0,0,0.0,1,6,8.41,0,0,0.0,1,10,2.4,2,6,0.38,1,10,3.21,2,0,0.0,1,6,9.16,2,8,5.65,1,2,5.92,1,0,0.0,2,7,0.76,1,10,9.0,2,7,7.07,2,4,2.24,0,0,0.0,0,0,0.0,1,10,3.18,2,2,3.74,1,4,8.06,2,7,1.13,2,3,0.5,2,2,3.62,1,0,0.0,1,5,3.22,2,0,0.0,0,0,0.0,1,0,0.0,2,9,5.67,2,0,0.0,2,4,3.56,2,10,1.74,1,10,7.86
2025-07-13,US,,facebook,SB_UAC_Hindi_KYC_NonFos_Firebase_Nov'22,,1,new install,,400,3,1.5,6.5,,,1.62,,2,4,1.46,1,7,7.52,2,4,2.79,1,10,2.84,0,0,0.0,1,2,9.41,1,2,7.83,0,0,0.0,0,0,0.0,1,6,6.1,2,9,7.12,2,0,0.0,1,10,6.17,0,0,0.0,1,6,0.55,0,0,0.0,2,9,1.54,2,10,9.02,0,0,0.0,2,2,2.7,1,10,2.7,0,0,0.0,2,6,7.59,1,6,5.85,1,2,1.26,0,0,0.0,0,0,0.0,1,0,0.0,1,4,2.64,0,0,0.0,1,2,2.07,2,8,9.11,0,0,0.0,2,7,5.15,1,1,3.95,0,0,0.0,2,1,4.96,0,0,0.0
